#syscall (v6.13.0 2025-01-23),x86,x86_kver,x86_64,x86_64_kver,x32,x32_kver,arm,arm_kver,aarch64,aarch64_kver,loongarch64,loongarch64_kver,m68k,m68k_kver,mips,mips_kver,mips64,mips64_kver,mips64n32,mips64n32_kver,parisc,parisc_kver,parisc64,parisc64_kver,ppc,ppc_kver,ppc64,ppc64_kver,riscv64,riscv64_kver,s390,s390_kver,s390x,s390x_kver,sh,sh_kver
kexec_load,283,SCMP_KV_UNDEF,246,SCMP_KV_UNDEF,528,SCMP_KV_UNDEF,347,SCMP_KV_UNDEF,104,SCMP_KV_UNDEF,104,SCMP_KV_UNDEF,313,SCMP_KV_UNDEF,311,SCMP_KV_UNDEF,270,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,300,SCMP_KV_UNDEF,300,SCMP_KV_UNDEF,268,SCMP_KV_UNDEF,268,SCMP_KV_UNDEF,104,SCMP_KV_UNDEF,277,SCMP_KV_UNDEF,277,SCMP_KV_UNDEF,283,SCMP_KV_UNDEF
keyctl,288,SCMP_KV_UNDEF,250,SCMP_KV_UNDEF,250,SCMP_KV_UNDEF,311,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF,281,SCMP_KV_UNDEF,282,SCMP_KV_UNDEF,241,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF,266,SCMP_KV_UNDEF,266,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF,280,SCMP_KV_UNDEF,280,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF
kill,37,SCMP_KV_UNDEF,62,SCMP_KV_UNDEF,62,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,129,SCMP_KV_UNDEF,129,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,60,SCMP_KV_UNDEF,60,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,129,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF
landlock_add_rule,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF,445,SCMP_KV_UNDEF
landlock_create_ruleset,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF,444,SCMP_KV_UNDEF
landlock_restrict_self,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF,446,SCMP_KV_UNDEF
lchown,16,SCMP_KV_UNDEF,94,SCMP_KV_UNDEF,94,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,92,SCMP_KV_UNDEF,92,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,198,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF
lchown32,198,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,198,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,212,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,198,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,198,SCMP_KV_UNDEF
lgetxattr,230,SCMP_KV_UNDEF,192,SCMP_KV_UNDEF,192,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF,228,SCMP_KV_UNDEF,184,SCMP_KV_UNDEF,184,SCMP_KV_UNDEF,242,SCMP_KV_UNDEF,242,SCMP_KV_UNDEF,213,SCMP_KV_UNDEF,213,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,228,SCMP_KV_UNDEF,228,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF
link,9,SCMP_KV_UNDEF,86,SCMP_KV_UNDEF,86,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,84,SCMP_KV_UNDEF,84,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF
linkat,303,SCMP_KV_UNDEF,265,SCMP_KV_UNDEF,265,SCMP_KV_UNDEF,330,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,296,SCMP_KV_UNDEF,296,SCMP_KV_UNDEF,255,SCMP_KV_UNDEF,259,SCMP_KV_UNDEF,283,SCMP_KV_UNDEF,283,SCMP_KV_UNDEF,294,SCMP_KV_UNDEF,294,SCMP_KV_UNDEF,37,SCMP_KV_UNDEF,296,SCMP_KV_UNDEF,296,SCMP_KV_UNDEF,303,SCMP_KV_UNDEF
listen,363,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,284,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,360,SCMP_KV_UNDEF,174,SCMP_KV_UNDEF,49,SCMP_KV_UNDEF,49,SCMP_KV_UNDEF,32,SCMP_KV_UNDEF,32,SCMP_KV_UNDEF,329,SCMP_KV_UNDEF,329,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,363,SCMP_KV_UNDEF,363,SCMP_KV_UNDEF,343,SCMP_KV_UNDEF
listmount,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF,458,SCMP_KV_UNDEF
listxattr,232,SCMP_KV_UNDEF,194,SCMP_KV_UNDEF,194,SCMP_KV_UNDEF,232,SCMP_KV_UNDEF,11,SCMP_KV_UNDEF,11,SCMP_KV_UNDEF,229,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,186,SCMP_KV_UNDEF,186,SCMP_KV_UNDEF,244,SCMP_KV_UNDEF,244,SCMP_KV_UNDEF,215,SCMP_KV_UNDEF,215,SCMP_KV_UNDEF,11,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,232,SCMP_KV_UNDEF
listxattrat,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF,465,SCMP_KV_UNDEF
llistxattr,233,SCMP_KV_UNDEF,195,SCMP_KV_UNDEF,195,SCMP_KV_UNDEF,233,SCMP_KV_UNDEF,12,SCMP_KV_UNDEF,12,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,187,SCMP_KV_UNDEF,187,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF,245,SCMP_KV_UNDEF,216,SCMP_KV_UNDEF,216,SCMP_KV_UNDEF,12,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,233,SCMP_KV_UNDEF
_llseek,140,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,140,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,140,SCMP_KV_UNDEF,140,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,140,SCMP_KV_UNDEF,140,SCMP_KV_UNDEF,140,SCMP_KV_UNDEF,140,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,140,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,140,SCMP_KV_UNDEF
lock,53,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,53,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,53,SCMP_KV_UNDEF,53,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
lookup_dcookie,253,SCMP_KV_UNDEF,212,SCMP_KV_UNDEF,212,SCMP_KV_UNDEF,249,SCMP_KV_UNDEF,18,SCMP_KV_UNDEF,18,SCMP_KV_UNDEF,248,SCMP_KV_UNDEF,247,SCMP_KV_UNDEF,206,SCMP_KV_UNDEF,206,SCMP_KV_UNDEF,223,SCMP_KV_UNDEF,223,SCMP_KV_UNDEF,235,SCMP_KV_UNDEF,235,SCMP_KV_UNDEF,18,SCMP_KV_UNDEF,110,SCMP_KV_UNDEF,110,SCMP_KV_UNDEF,253,SCMP_KV_UNDEF
lremovexattr,236,SCMP_KV_UNDEF,198,SCMP_KV_UNDEF,198,SCMP_KV_UNDEF,236,SCMP_KV_UNDEF,15,SCMP_KV_UNDEF,15,SCMP_KV_UNDEF,233,SCMP_KV_UNDEF,234,SCMP_KV_UNDEF,190,SCMP_KV_UNDEF,190,SCMP_KV_UNDEF,248,SCMP_KV_UNDEF,248,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF,15,SCMP_KV_UNDEF,234,SCMP_KV_UNDEF,234,SCMP_KV_UNDEF,236,SCMP_KV_UNDEF
lseek,19,SCMP_KV_UNDEF,8,SCMP_KV_UNDEF,8,SCMP_KV_UNDEF,19,SCMP_KV_UNDEF,62,SCMP_KV_UNDEF,62,SCMP_KV_UNDEF,19,SCMP_KV_UNDEF,19,SCMP_KV_UNDEF,8,SCMP_KV_UNDEF,8,SCMP_KV_UNDEF,19,SCMP_KV_UNDEF,19,SCMP_KV_UNDEF,19,SCMP_KV_UNDEF,19,SCMP_KV_UNDEF,62,SCMP_KV_UNDEF,19,SCMP_KV_UNDEF,19,SCMP_KV_UNDEF,19,SCMP_KV_UNDEF
lsetxattr,227,SCMP_KV_UNDEF,189,SCMP_KV_UNDEF,189,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF,6,SCMP_KV_UNDEF,6,SCMP_KV_UNDEF,224,SCMP_KV_UNDEF,225,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF,239,SCMP_KV_UNDEF,239,SCMP_KV_UNDEF,210,SCMP_KV_UNDEF,210,SCMP_KV_UNDEF,6,SCMP_KV_UNDEF,225,SCMP_KV_UNDEF,225,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF
lsm_get_self_attr,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF,459,SCMP_KV_UNDEF
lsm_list_modules,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF,461,SCMP_KV_UNDEF
lsm_set_self_attr,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF,460,SCMP_KV_UNDEF
lstat,107,SCMP_KV_UNDEF,6,SCMP_KV_UNDEF,6,SCMP_KV_UNDEF,107,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,107,SCMP_KV_UNDEF,107,SCMP_KV_UNDEF,6,SCMP_KV_UNDEF,6,SCMP_KV_UNDEF,84,SCMP_KV_UNDEF,84,SCMP_KV_UNDEF,107,SCMP_KV_UNDEF,107,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,107,SCMP_KV_UNDEF,107,SCMP_KV_UNDEF,107,SCMP_KV_UNDEF
lstat64,196,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,196,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,196,SCMP_KV_UNDEF,214,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,198,SCMP_KV_UNDEF,198,SCMP_KV_UNDEF,196,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,196,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,196,SCMP_KV_UNDEF
madvise,219,SCMP_KV_UNDEF,28,SCMP_KV_UNDEF,28,SCMP_KV_UNDEF,220,SCMP_KV_UNDEF,233,SCMP_KV_UNDEF,233,SCMP_KV_UNDEF,238,SCMP_KV_UNDEF,218,SCMP_KV_UNDEF,27,SCMP_KV_UNDEF,27,SCMP_KV_UNDEF,119,SCMP_KV_UNDEF,119,SCMP_KV_UNDEF,205,SCMP_KV_UNDEF,205,SCMP_KV_UNDEF,233,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF
map_shadow_stack,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF,453,SCMP_KV_UNDEF
mbind,274,SCMP_KV_UNDEF,237,SCMP_KV_UNDEF,237,SCMP_KV_UNDEF,319,SCMP_KV_UNDEF,235,SCMP_KV_UNDEF,235,SCMP_KV_UNDEF,268,SCMP_KV_UNDEF,268,SCMP_KV_UNDEF,227,SCMP_KV_UNDEF,231,SCMP_KV_UNDEF,260,SCMP_KV_UNDEF,260,SCMP_KV_UNDEF,259,SCMP_KV_UNDEF,259,SCMP_KV_UNDEF,235,SCMP_KV_UNDEF,268,SCMP_KV_UNDEF,268,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF
membarrier,375,SCMP_KV_UNDEF,324,SCMP_KV_UNDEF,324,SCMP_KV_UNDEF,389,SCMP_KV_UNDEF,283,SCMP_KV_UNDEF,283,SCMP_KV_UNDEF,374,SCMP_KV_UNDEF,358,SCMP_KV_UNDEF,318,SCMP_KV_UNDEF,322,SCMP_KV_UNDEF,343,SCMP_KV_UNDEF,343,SCMP_KV_UNDEF,365,SCMP_KV_UNDEF,365,SCMP_KV_UNDEF,283,SCMP_KV_UNDEF,356,SCMP_KV_UNDEF,356,SCMP_KV_UNDEF,378,SCMP_KV_UNDEF
memfd_create,356,SCMP_KV_UNDEF,319,SCMP_KV_UNDEF,319,SCMP_KV_UNDEF,385,SCMP_KV_UNDEF,279,SCMP_KV_UNDEF,279,SCMP_KV_UNDEF,353,SCMP_KV_UNDEF,354,SCMP_KV_UNDEF,314,SCMP_KV_UNDEF,318,SCMP_KV_UNDEF,340,SCMP_KV_UNDEF,340,SCMP_KV_UNDEF,360,SCMP_KV_UNDEF,360,SCMP_KV_UNDEF,279,SCMP_KV_UNDEF,350,SCMP_KV_UNDEF,350,SCMP_KV_UNDEF,374,SCMP_KV_UNDEF
memfd_secret,447,SCMP_KV_UNDEF,447,SCMP_KV_UNDEF,447,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,447,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,447,SCMP_KV_UNDEF,447,SCMP_KV_UNDEF,447,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
migrate_pages,294,SCMP_KV_UNDEF,256,SCMP_KV_UNDEF,256,SCMP_KV_UNDEF,400,SCMP_KV_UNDEF,238,SCMP_KV_UNDEF,238,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF,246,SCMP_KV_UNDEF,250,SCMP_KV_UNDEF,272,SCMP_KV_UNDEF,272,SCMP_KV_UNDEF,258,SCMP_KV_UNDEF,258,SCMP_KV_UNDEF,238,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF,294,SCMP_KV_UNDEF
mincore,218,SCMP_KV_UNDEF,27,SCMP_KV_UNDEF,27,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF,232,SCMP_KV_UNDEF,232,SCMP_KV_UNDEF,237,SCMP_KV_UNDEF,217,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,72,SCMP_KV_UNDEF,72,SCMP_KV_UNDEF,206,SCMP_KV_UNDEF,206,SCMP_KV_UNDEF,232,SCMP_KV_UNDEF,218,SCMP_KV_UNDEF,218,SCMP_KV_UNDEF,218,SCMP_KV_UNDEF
mkdir,39,SCMP_KV_UNDEF,83,SCMP_KV_UNDEF,83,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF,81,SCMP_KV_UNDEF,81,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF
mkdirat,296,SCMP_KV_UNDEF,258,SCMP_KV_UNDEF,258,SCMP_KV_UNDEF,323,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,289,SCMP_KV_UNDEF,289,SCMP_KV_UNDEF,248,SCMP_KV_UNDEF,252,SCMP_KV_UNDEF,276,SCMP_KV_UNDEF,276,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF,34,SCMP_KV_UNDEF,289,SCMP_KV_UNDEF,289,SCMP_KV_UNDEF,296,SCMP_KV_UNDEF
mknod,14,SCMP_KV_UNDEF,133,SCMP_KV_UNDEF,133,SCMP_KV_UNDEF,14,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,14,SCMP_KV_UNDEF,14,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF,14,SCMP_KV_UNDEF,14,SCMP_KV_UNDEF,14,SCMP_KV_UNDEF,14,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,14,SCMP_KV_UNDEF,14,SCMP_KV_UNDEF,14,SCMP_KV_UNDEF
mknodat,297,SCMP_KV_UNDEF,259,SCMP_KV_UNDEF,259,SCMP_KV_UNDEF,324,SCMP_KV_UNDEF,33,SCMP_KV_UNDEF,33,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,249,SCMP_KV_UNDEF,253,SCMP_KV_UNDEF,277,SCMP_KV_UNDEF,277,SCMP_KV_UNDEF,288,SCMP_KV_UNDEF,288,SCMP_KV_UNDEF,33,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,297,SCMP_KV_UNDEF
mlock,150,SCMP_KV_UNDEF,149,SCMP_KV_UNDEF,149,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,228,SCMP_KV_UNDEF,228,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,154,SCMP_KV_UNDEF,146,SCMP_KV_UNDEF,146,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,228,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF,150,SCMP_KV_UNDEF
mlock2,376,SCMP_KV_UNDEF,325,SCMP_KV_UNDEF,325,SCMP_KV_UNDEF,390,SCMP_KV_UNDEF,284,SCMP_KV_UNDEF,284,SCMP_KV_UNDEF,375,SCMP_KV_UNDEF,359,SCMP_KV_UNDEF,319,SCMP_KV_UNDEF,323,SCMP_KV_UNDEF,345,SCMP_KV_UNDEF,345,SCMP_KV_UNDEF,378,SCMP_KV_UNDEF,378,SCMP_KV_UNDEF,284,SCMP_KV_UNDEF,374,SCMP_KV_UNDEF,374,SCMP_KV_UNDEF,379,SCMP_KV_UNDEF
mlockall,152,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,152,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,152,SCMP_KV_UNDEF,156,SCMP_KV_UNDEF,148,SCMP_KV_UNDEF,148,SCMP_KV_UNDEF,152,SCMP_KV_UNDEF,152,SCMP_KV_UNDEF,152,SCMP_KV_UNDEF,152,SCMP_KV_UNDEF,230,SCMP_KV_UNDEF,152,SCMP_KV_UNDEF,152,SCMP_KV_UNDEF,152,SCMP_KV_UNDEF
mmap,90,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,222,SCMP_KV_UNDEF,222,SCMP_KV_UNDEF,90,SCMP_KV_UNDEF,90,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,9,SCMP_KV_UNDEF,90,SCMP_KV_UNDEF,90,SCMP_KV_UNDEF,90,SCMP_KV_UNDEF,90,SCMP_KV_UNDEF,222,SCMP_KV_UNDEF,90,SCMP_KV_UNDEF,90,SCMP_KV_UNDEF,90,SCMP_KV_UNDEF
mmap2,192,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,192,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,192,SCMP_KV_UNDEF,210,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,89,SCMP_KV_UNDEF,89,SCMP_KV_UNDEF,192,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,192,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,192,SCMP_KV_UNDEF
modify_ldt,123,SCMP_KV_UNDEF,154,SCMP_KV_UNDEF,154,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,123,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,123,SCMP_KV_UNDEF,123,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
mount,21,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,165,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF,40,SCMP_KV_UNDEF,40,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF,160,SCMP_KV_UNDEF,160,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF,40,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF
